source_subset	public_sample_id	collection_date	extraction_code	dna_extraction_workflow	library_preparation	sequencing_platform	dna_measurement_name	dna_measurement_value	dna_measurement_unit	metadata_scope	public_notes	dogmag_finalization_note
DMD	DMD_0_AM1_210513_HMW	2021-05-13	HMW	Zymo Research Quick-DNA HMW MagBead Kit	ONT native-barcoded ligation library	MinION	gDNA concentration	70	ng/µL	sample-level wet-lab metadata	Public coded DMD sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
DMD	DMD_0_AF1_210508_HMW	2021-05-08	HMW	Zymo Research Quick-DNA HMW MagBead Kit	ONT native-barcoded ligation library	MinION	gDNA concentration	16.4	ng/µL	sample-level wet-lab metadata	Public coded DMD sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
DMD	DMD_B_PM2_210505_HMW	2021-05-05	HMW	Zymo Research Quick-DNA HMW MagBead Kit	ONT native-barcoded ligation library	MinION	gDNA concentration	15.8	ng/µL	sample-level wet-lab metadata	Public coded DMD sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
DMD	DMD_B_PF1_210504_HMW	2021-05-04	HMW	Zymo Research Quick-DNA HMW MagBead Kit	ONT native-barcoded ligation library	MinION	gDNA concentration	40.4	ng/µL	sample-level wet-lab metadata	Public coded DMD sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
DMD	DMD_0_AM1_210513_MN	2021-05-13	MN	NucleoSpin DNA Stool Kit (Macherey-Nagel)	ONT native-barcoded ligation library	MinION	gDNA concentration	4.54	ng/µL	sample-level wet-lab metadata	Public coded DMD sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
DMD	DMD_0_AF1_210508_MN	2021-05-08	MN	NucleoSpin DNA Stool Kit (Macherey-Nagel)	ONT native-barcoded ligation library	MinION	gDNA concentration	1.46	ng/µL	sample-level wet-lab metadata	Public coded DMD sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
DMD	DMD_B_PM2_210505_MN	2021-05-05	MN	NucleoSpin DNA Stool Kit (Macherey-Nagel)	ONT native-barcoded ligation library	MinION	gDNA concentration	18	ng/µL	sample-level wet-lab metadata	Public coded DMD sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
DMD	DMD_B_PF1_210504_MN	2021-05-04	MN	NucleoSpin DNA Stool Kit (Macherey-Nagel)	ONT native-barcoded ligation library	MinION	gDNA concentration	40	ng/µL	sample-level wet-lab metadata	Public coded DMD sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
SertePerti	STPT_0_AF5_210413_HMW	2021-04-13	HMW	Zymo Research Quick-DNA HMW MagBead Kit	ONT native-barcoded ligation library	MinION	gDNA concentration	90	ng/µL	sample-level wet-lab metadata	Public coded SertePerti sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
SertePerti	STPT_0_AM1_210415_HMW	2021-04-15	HMW	Zymo Research Quick-DNA HMW MagBead Kit	ONT native-barcoded ligation library	MinION	gDNA concentration	137	ng/µL	sample-level wet-lab metadata	Public coded SertePerti sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
SertePerti	STPT_0_AF1_210415_HMW	2021-04-15	HMW	Zymo Research Quick-DNA HMW MagBead Kit	ONT native-barcoded ligation library	MinION	gDNA concentration	93.6	ng/µL	sample-level wet-lab metadata	Public coded SertePerti sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
SertePerti	STPT_0_AF5_210413_MagBead	2021-04-13	MagBead/ZMB96	ZymoBIOMICS 96 MagBead DNA workflow	ONT native-barcoded ligation library	MinION	gDNA concentration	110	ng/µL	sample-level wet-lab metadata	Public coded SertePerti sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
SertePerti	STPT_0_AM1_210415_MagBead	2021-04-15	MagBead/ZMB96	ZymoBIOMICS 96 MagBead DNA workflow	ONT native-barcoded ligation library	MinION	gDNA concentration	140	ng/µL	sample-level wet-lab metadata	Public coded SertePerti sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
SertePerti	STPT_0_AF1_210415_MagBead	2021-04-15	MagBead/ZMB96	ZymoBIOMICS 96 MagBead DNA workflow	ONT native-barcoded ligation library	MinION	gDNA concentration	104	ng/µL	sample-level wet-lab metadata	Public coded SertePerti sample; private dog name removed.	Copied from existing wet-lab metadata table; exact extraction/basecalling fields requiring coauthor confirmation are tracked in the release checklist.
